O,B-MISC,17,The loss by Philadelphia allowed the idle Green Bay Packers ( 10-3 ) to clinch the first NFC playoff berth .,,,,,,,,,,,
O,B-MISC,8,Faulk carried 16 times , including a 13-yard TD run in the first quarter and a seven-yard score early in the final period .,,,,,,,,,,
B-ORG,B-MISC,15,Third-stringer Kerwin Bell , a 1988 draft choice of the Miami Dolphins , made his NFL debut and was 5-of-5 for 75 yards , including a 20-yard scoring strike to Marvin Harrison in the third period .,,,,,,,,
B-LOC,B-ORG,5,A 39-yard interference penalty against Philadelphia 's Troy Vincent set up Faulk 's first score around left end that capped an 80-yard march 5:17 into the game and the rout was on .,,,,,,,,,,,
O,B-ORG,6,Ricky Watters , who leads the NFC in rushing , left the game after getting kneed to the helmet after gaining 33 yards on seven carries .,,,,,,,,,
O,B-ORG,0,EASTERN CONFERENCE,,,,,,,,,,,
B-LOC,B-MISC,0,ATLANTIC DIVISION,,,,,,,,,,,
O,I-MISC,1,ATLANTIC DIVISION,,,,,,,,,,,
B-ORG,B-LOC,0,NEW JERSEY 3 10 .231 8 1/2,,,,,,,,,,,
I-ORG,I-LOC,1,NEW JERSEY 3 10 .231 8 1/2,,,,,,,,,,,
O,B-MISC,0,CENTRAL DIVISION,,,,,,,,,,,
O,I-MISC,1,CENTRAL DIVISION,,,,,,,,,,,
O,B-ORG,0,WESTERN CONFERENCE,,,,,,,,,,,
O,B-MISC,0,MIDWEST DIVISION,,,,,,,,,,,
O,I-MISC,1,MIDWEST DIVISION,,,,,,,,,,,
B-LOC,B-MISC,0,PACIFIC DIVISION,,,,,,,,,,,
O,I-MISC,1,PACIFIC DIVISION,,,,,,,,,,,
O,B-ORG,2,FRIDAY , DECEMBER 6,,,,,,,,,,
B-ORG,B-MISC,0,NFL AMERICAN FOOTBALL-STANDINGS AFTER THURSDAY 'S GAME .,,,,,,,,,,,
O,I-MISC,1,NFL AMERICAN FOOTBALL-STANDINGS AFTER THURSDAY 'S GAME .,,,,,,,,,,,
B-ORG,B-MISC,0,National Football League,,,,,,,,,,,
I-ORG,I-MISC,1,National Football League,,,,,,,,,,,
I-ORG,I-MISC,2,National Football League,,,,,,,,,,,
O,B-MISC,0,EASTERN DIVISION,,,,,,,,,,,
O,I-MISC,1,EASTERN DIVISION,,,,,,,,,,,
B-ORG,B-LOC,0,NEW ENGLAND 9 4 0 355 269,,,,,,,,,,,
I-ORG,I-LOC,1,NEW ENGLAND 9 4 0 355 269,,,,,,,,,,,
O,B-MISC,0,CENTRAL DIVISION,,,,,,,,,,,
O,I-MISC,1,CENTRAL DIVISION,,,,,,,,,,,
B-ORG,O,4,W L T PF PA,,,,,,,,,,,
O,B-MISC,0,WESTERN DIVISION,,,,,,,,,,,
O,I-MISC,1,WESTERN DIVISION,,,,,,,,,,,
B-MISC,B-ORG,0,X-DENVER 12 1 0 351 199,,,,,,,,,,,
O,B-ORG,0,NATIONAL FOOTBALL CONFERENCE,,,,,,,,,,,
O,B-MISC,0,EASTERN DIVISION,,,,,,,,,,,
O,I-MISC,1,EASTERN DIVISION,,,,,,,,,,,
O,B-MISC,0,CENTRAL DIVISION,,,,,,,,,,,
O,I-MISC,1,CENTRAL DIVISION,,,,,,,,,,,
B-MISC,B-ORG,0,Y-GREEN BAY 10 3 0 346 191,,,,,,,,,,,
I-MISC,I-ORG,1,Y-GREEN BAY 10 3 0 346 191,,,,,,,,,,,
O,B-MISC,0,WESTERN DIVISION,,,,,,,,,,,
O,I-MISC,1,WESTERN DIVISION,,,,,,,,,,,
O,B-ORG,0,X -- CLINCHED DIVISION TITLE,,,,,,,,,,,
O,B-ORG,2,Y -- CLINCHED PLAYOFF BERTH,,,,,,,,,,,
O,B-PER,2,SUNDAY , DECEMBER 8,,,,,,,,,,
I-ORG,O,1,NY JETS AT NEW ENGLAND,,,,,,,,,,,
O,B-ORG,2,MONDAY , DECEMBER 9,,,,,,,,,,
B-ORG,B-MISC,0,NFL AMERICAN FOOTBALL-THURSDAY 'S RESULT .,,,,,,,,,,,
O,I-MISC,1,NFL AMERICAN FOOTBALL-THURSDAY 'S RESULT .,,,,,,,,,,,
B-ORG,B-MISC,2,Result of National Football,,,,,,,,,,,
B-LOC,I-MISC,3,Result of National Football,,,,,,,,,,,
B-LOC,O,0,League game on Thursday ( home team in CAPS ) :,,,,,,,,,,,
O,I-MISC,1,NCAA AMERICAN FOOTBALL-OHIO STATE 'S PACE FIRST REPEAT LOMBARDI AWARD WINNER .,,,,,,,,,,,
B-MISC,O,2,NCAA AMERICAN FOOTBALL-OHIO STATE 'S PACE FIRST REPEAT LOMBARDI AWARD WINNER .,,,,,,,,,,,
I-MISC,O,3,NCAA AMERICAN FOOTBALL-OHIO STATE 'S PACE FIRST REPEAT LOMBARDI AWARD WINNER .,,,,,,,,,,,
B-PER,O,5,NCAA AMERICAN FOOTBALL-OHIO STATE 'S PACE FIRST REPEAT LOMBARDI AWARD WINNER .,,,,,,,,,,,
B-MISC,B-ORG,8,NCAA AMERICAN FOOTBALL-OHIO STATE 'S PACE FIRST REPEAT LOMBARDI AWARD WINNER .,,,,,,,,,,,
I-MISC,O,9,NCAA AMERICAN FOOTBALL-OHIO STATE 'S PACE FIRST REPEAT LOMBARDI AWARD WINNER .,,,,,,,,,,,
O,I-ORG,21,Ohio State left tackle Orlando Pace became the first repeat winner of the Lombardi Award Thursday night when the Rotary Club of Houston again honoured him as college football 's lineman of the year .,,,,,,,,,,,
B-LOC,I-ORG,22,Ohio State left tackle Orlando Pace became the first repeat winner of the Lombardi Award Thursday night when the Rotary Club of Houston again honoured him as college football 's lineman of the year .,,,,,,,,,,,
B-ORG,O,0,1. FC Cologne 16 8 2 6 31 27 26,,,,,,,,,,,
I-ORG,B-ORG,1,1. FC Cologne 16 8 2 6 31 27 26,,,,,,,,,,,
O,B-PER,4,RKC Waalwijk 1 ( Starbuck 76 ) Willem II Tilburg 2 ( Konterman 45 ,,,,,,,,,,,
B-LOC,B-ORG,0,Karlsruhe 3 ( Reich 29th , Carl 44th , Dundee 69th ) Freiburg 0 .,,,,,,,,,
B-ORG,B-PER,9,Karlsruhe 3 ( Reich 29th , Carl 44th , Dundee 69th ) Freiburg 0 .,,,,,,,,,
B-LOC,B-ORG,12,Karlsruhe 3 ( Reich 29th , Carl 44th , Dundee 69th ) Freiburg 0 .,,,,,,,,,
B-LOC,O,5,SOCCER - WEAH HEAD-BUTT DEPRIVES PORTUGAL OF COSTA .,,,,,,,,,,,
B-PER,B-LOC,7,SOCCER - WEAH HEAD-BUTT DEPRIVES PORTUGAL OF COSTA .,,,,,,,,,,,
B-ORG,B-LOC,31,Midfielders - Rui Barros ( Porto ) , Jose Barroso ( Porto ) , Luis Figo ( Barcelona ) , Paulo Bento ( Oviedo , Spain ) , Jose Taira ( Salamanca , Spain ) :,,,,,
B-ORG,O,3,SOCCER SHOWCASE-BETTING ON REAL MADRID V BARCELONA .,,,,,,,,,,,
I-ORG,O,4,SOCCER SHOWCASE-BETTING ON REAL MADRID V BARCELONA .,,,,,,,,,,,
B-ORG,I-ORG,3,5-2 Real Madrid Real Madrid,,,,,,,,,,,
B-ORG,I-ORG,3,28-1 Real Madrid Barcelona,,,,,,,,,,,
B-ORG,I-ORG,2,25-1 Barcelona Real Madrid,,,,,,,,,,,
B-ORG,I-ORG,2,4-1 Barcelona Barcelona,,,,,,,,,,,
B-ORG,I-ORG,2,Real Madrid Barcelona,,,,,,,,,,,
B-PER,B-ORG,0,Amor,,,,,,,,,,,
B-PER,B-ORG,1,16-1 Manolo Sanchis 14-1 Gheorghe,,,,,,,,,,,
I-PER,I-ORG,2,16-1 Manolo Sanchis 14-1 Gheorghe,,,,,,,,,,,
B-PER,B-ORG,4,16-1 Manolo Sanchis 14-1 Gheorghe,,,,,,,,,,,
B-PER,O,0,Popescu,,,,,,,,,,,
B-PER,B-ORG,0,laPena,,,,,,,,,,,
B-PER,B-ORG,0,AbelardoFernandez,,,,,,,,,,,
O,B-PER,6,SOCCER SHOWCASE-FANS FACE BREATHALYSER TESTS , PAPER SAYS .,,,,,,,,,,
I-LOC,O,12,Spanish police will breathalyse fans at the gates of the Santiago Bernabeu stadium and ban drunk supporters from Saturday 's big Real Madrid-Barcelona game , the Madrid daily El Mundo said on Friday .,,,,,,,,,,
B-MISC,B-ORG,21,Spanish police will breathalyse fans at the gates of the Santiago Bernabeu stadium and ban drunk supporters from Saturday 's big Real Madrid-Barcelona game , the Madrid daily El Mundo said on Friday .,,,,,,,,,,
I-MISC,I-ORG,22,Spanish police will breathalyse fans at the gates of the Santiago Bernabeu stadium and ban drunk supporters from Saturday 's big Real Madrid-Barcelona game , the Madrid daily El Mundo said on Friday .,,,,,,,,,,
O,I-ORG,1,Sporting Gijon 15 4 4 7 15 22 16,,,,,,,,,,,
B-LOC,B-PER,2,SOCCER - SPAIN PICK UNCAPPED ARMANDO FOR WORLD CUP CLASH .,,,,,,,,,,,
B-PER,B-LOC,5,SOCCER - SPAIN PICK UNCAPPED ARMANDO FOR WORLD CUP CLASH .,,,,,,,,,,,
B-PER,O,4,SOCCER - FIFA BOSS HAVELANGE STANDS BY WEAH .,,,,,,,,,,,
B-PER,B-ORG,7,SOCCER - FIFA BOSS HAVELANGE STANDS BY WEAH .,,,,,,,,,,,
O,B-MISC,9," FIFA has named the Liberian for its 1996 Fair Play award and it is not going to change its decision ,  Havelange said .",,,,,,,,,,,
O,I-MISC,10," FIFA has named the Liberian for its 1996 Fair Play award and it is not going to change its decision ,  Havelange said .",,,,,,,,,,,
O,B-MISC,0,GUNMEN WOUND TWO MANCHESTER UNITED FANS IN AUSTRIA .,,,,,,,,,,,
B-ORG,O,3,GUNMEN WOUND TWO MANCHESTER UNITED FANS IN AUSTRIA .,,,,,,,,,,,
I-ORG,I-LOC,4,GUNMEN WOUND TWO MANCHESTER UNITED FANS IN AUSTRIA .,,,,,,,,,,,
B-MISC,B-ORG,9," The four Britons were shot at from a Mercedes car at around 1 a.m. ,  a spokeswoman told Reuters .",,,,,,,,,,,
B-LOC,B-MISC,9,Lazio have injury doubts about striker Pierluigi Casiraghi , Czech midfielder Pavel Nedved and defender Paolo Negro , while Roma present a full strength side led by Argentine Abel Balbo , Marco Delvecchio and Francesco Totti in attack .,,,,,,,,
B-MISC,B-PER,17,All-conquering Juventus field their most recent signing , Portuguese defender Dimas , while Alessandro Del Piero and Croat Alen Boksic lead the attack .,,,,,,,,,
B-PER,B-ORG,2,SQUASH - EYLES WITHIN SIGHT OF FIFTH TITLE OF YEAR .,,,,,,,,,,,
B-MISC,B-LOC,2,SQUASH - MAHINDRA INTERNATIONAL SEMIFINAL RESULTS .,,,,,,,,,,,
I-MISC,O,3,SQUASH - MAHINDRA INTERNATIONAL SEMIFINAL RESULTS .,,,,,,,,,,,
O,B-ORG,0,GUNMEN KILL FOUR IN S.AFRICA 'S ZULU PROVINCE .,,,,,,,,,,,
B-MISC,B-LOC,4,GUNMEN KILL FOUR IN S.AFRICA 'S ZULU PROVINCE .,,,,,,,,,,,
B-PER,B-LOC,0,DURBAN , South Africa 1996-12-06,,,,,,,,,,
B-PER,B-ORG,0,HAVEL PRAISES CZECH NATIVE ALBRIGHT AS FRIEND .,,,,,,,,,,,
O,I-ORG,1,HAVEL PRAISES CZECH NATIVE ALBRIGHT AS FRIEND .,,,,,,,,,,,
B-MISC,B-LOC,2,HAVEL PRAISES CZECH NATIVE ALBRIGHT AS FRIEND .,,,,,,,,,,,
B-PER,O,4,HAVEL PRAISES CZECH NATIVE ALBRIGHT AS FRIEND .,,,,,,,,,,,
B-LOC,B-MISC,0,Czech President Vaclav Havel on Friday welcomed the appointment of Madeleine Albright , who is of Czech extraction , as the United States ' first woman Secretary of State .,,,,,,,,,
B-LOC,B-MISC,16,Czech President Vaclav Havel on Friday welcomed the appointment of Madeleine Albright , who is of Czech extraction , as the United States ' first woman Secretary of State .,,,,,,,,,
B-LOC,B-MISC,0,Czech diplomats , seeking to have their country included in the expected expansion of NATO , praised the selection of Albright , known to be a strong supporter of alliance 's integration of former Soveit-bloc countries .,,,,,,,,
B-MISC,B-LOC,19,is a clear signal that one key of the lines of foreign policy will be the strengthening of the trans-Atlantic cooperation , a creation of strategic partnership between Europe and the US ," "" Foreign Minister Josef Zieleniec told Reuters .",,,,,,,,,
B-LOC,B-MISC,0,Czech ambassador to the United Nations , Karel Kovanda ," told the daily Mlada Fronta Dnes that Albright "" is a little light in our diplomatic heaven "," "" but warned against expecting her to exert any influence in favour of the Czechs .",,,,,,,,
B-ORG,B-LOC,17,* The Democratic Convention signed an agreement on government and parliamentary support with its coalition partners the Social Democratic Union and the Hungarian Democratic Union ( UDMR ) .,,,,,,,,,,,
I-ORG,I-LOC,18,* The Democratic Convention signed an agreement on government and parliamentary support with its coalition partners the Social Democratic Union and the Hungarian Democratic Union ( UDMR ) .,,,,,,,,,,,
I-ORG,I-LOC,19,* The Democratic Convention signed an agreement on government and parliamentary support with its coalition partners the Social Democratic Union and the Hungarian Democratic Union ( UDMR ) .,,,,,,,,,,,
B-ORG,B-LOC,22,* The Democratic Convention signed an agreement on government and parliamentary support with its coalition partners the Social Democratic Union and the Hungarian Democratic Union ( UDMR ) .,,,,,,,,,,,
I-ORG,I-LOC,23,* The Democratic Convention signed an agreement on government and parliamentary support with its coalition partners the Social Democratic Union and the Hungarian Democratic Union ( UDMR ) .,,,,,,,,,,,
I-ORG,I-LOC,24,* The Democratic Convention signed an agreement on government and parliamentary support with its coalition partners the Social Democratic Union and the Hungarian Democratic Union ( UDMR ) .,,,,,,,,,,,
O,B-PER,3,CZECH VICE-PM SEES WIDER DEBATE AT PARTY CONGRESS .,,,,,,,,,,,
B-LOC,B-MISC,43,He said after June general elections in which the ruling three-party coalition lost its parliamentary majority , the ODS executive , led by Prime Minister Vaclav Klaus , had developed proposals on these subjects to present at the congress on Saturday in the Czech second city Brno .,,,,,,,,
B-LOC,B-MISC,27,The ODS , a party in which Klaus often tries to emulate the style of former British Prime Minister Margaret Thatcher , has been in control of Czech politics since winning general elections in 1992 .,,,,,,,,,
B-PER,B-LOC,0,Zieleniec in the summer led calls for the party and its leadership to listen to more diverse opinions , a thinly-veiled criticism of Klaus who has spearheaded the country 's post-Communist economic reforms .,,,,,,,,,,
B-LOC,B-MISC,25,The party , led by the vigorously-confident Klaus , took 32 of 81 seats after late November runoff elections to the new upper house of Czech parliament .,,,,,,,,,
B-LOC,B-ORG,0,POLAND GOT MONEY FROM POST-WAR SWISS ACCOUNTS .,,,,,,,,,,,
B-MISC,I-LOC,5,POLAND GOT MONEY FROM POST-WAR SWISS ACCOUNTS .,,,,,,,,,,,
B-MISC,I-MISC,16,Poland said on Friday that Swiss bank accounts , which in many cases belonged to Polish Jews who died in the Holocaust , were used in debt settlements between the two countries after the World War Two .,,,,,,,,,
B-MISC,I-MISC,13,Many of these citizens were Jews murdered during the war , when Nazi German invaders killed most of Poland 's 3.5 million Jews .,,,,,,,,,,
B-ORG,B-MISC,2,The conservative Radical Democrats ( FDP ) have said they would ask parliament next week to order Swiss banks to put some 40 million Swiss francs ( $ 31 million ) in dormant wealth into a fund earmarked for Jewish groups and charitable organisations .,,,,,,,,,,,
I-ORG,O,12,So far this year Zywiec , whose full name is Zaklady Piwowarskie w Zywcu SA , has netted six million zlotys on sales of 224 million zlotys .,,,,,,,,,
I-ORG,B-ORG,13,So far this year Zywiec , whose full name is Zaklady Piwowarskie w Zywcu SA , has netted six million zlotys on sales of 224 million zlotys .,,,,,,,,,
O,B-PER,26," The perspective on growth is such that reasonably we can think that somewhere between 65 and 80 litres per year is certainly reachable ,  van Boxmeer said on Polish per-capita beer consumption ", currently around 40 litres .,,,,,,,,,,
B-PER,I-PER,27," The perspective on growth is such that reasonably we can think that somewhere between 65 and 80 litres per year is certainly reachable ,  van Boxmeer said on Polish per-capita beer consumption ", currently around 40 litres .,,,,,,,,,,
B-ORG,B-LOC,18,Earlier this year South African Breweries Ltd ( SAB ) bought strategic stakes in the unlisted Lech and Tychy brewers , which together hold more than 20 percent of the market , and Australia 's Brewpole BV has a controlling stake in Poland 's larges t brewery , Elbrewery Company Ltd. ( EB ) .,,,,,,,,
B-LOC,B-MISC,6,Some analysts say cheaper but high-quality Czech imports could invade Poland once tariffs for CEFTA countries are lifted in 1998 , but van Boxmeer says such a threat might be exaggerated despite the Czech beer market 's overcapacity .,,,,,,,,,,
B-ORG,B-MISC,14,Some analysts say cheaper but high-quality Czech imports could invade Poland once tariffs for CEFTA countries are lifted in 1998 , but van Boxmeer says such a threat might be exaggerated despite the Czech beer market 's overcapacity .,,,,,,,,,,
O,B-PER,22,Some analysts say cheaper but high-quality Czech imports could invade Poland once tariffs for CEFTA countries are lifted in 1998 , but van Boxmeer says such a threat might be exaggerated despite the Czech beer market 's overcapacity .,,,,,,,,,,
B-PER,I-PER,23,Some analysts say cheaper but high-quality Czech imports could invade Poland once tariffs for CEFTA countries are lifted in 1998 , but van Boxmeer says such a threat might be exaggerated despite the Czech beer market 's overcapacity .,,,,,,,,,,
B-LOC,B-MISC,33,Some analysts say cheaper but high-quality Czech imports could invade Poland once tariffs for CEFTA countries are lifted in 1998 , but van Boxmeer says such a threat might be exaggerated despite the Czech beer market 's overcapacity .,,,,,,,,,,
